"","PDC016_MTG_P3WH10_001","PDC016_SSC_P4WA1_001","PDC026_MTG_P4WA3_001","PDC026_SSC_P4WA4_001","A019s12_MTG_P2WD10_001","A019s12_SSC_P2WE1_001","A319s11_MTG_P3WE2_001","A319s11_SSC_P3WE3_001","DPM13s19_MTG_P3WF9_001","DPM13s19_SSC_P3WF10_001","20130400_MTG_P1WH9_001","20130400_SSC_P1WH10_001","A048s13_MTG_P2WE9_001","A048s13_SSC_P2WE10_001","A064s13_MTG_P2WF8_001","A064s13_SSC_P2WF9_001","A301s10_MTG_P3WD9_001","A301s10_SSC_P3WD10_001","A127s11_MTG_P2WH3_001","A127s11_SSC_P2WH4_001","A053s11_MTG_P2WF5_001","A053s11_SSC_P2WF6_001","DPM13s42_MTG_P3WG2_001","DPM13s42_SSC_P3WG3_001","20131157_MTG_P2WA3_001","20131157_SSC_P2WA4_001","A051s14_MTG_P2WF2_001","A051s14_SSC_P2WF3_001","A096s14_MTG_P2WG7_001","A096s14_SSC_P2WG8_001","20141901_MTG_P2WA6_001","20141901_SSC_P2WA7_001","BC454s945_MTG_P3WF6_001","BC454s945_SSC_P3WF7_001","A282s14_MTG_P3WD4_001","A282s14_SSC_P3WD5_001","A402s14_MTG_P3WF1_001","A402s14_SSC_P3WF2_001","19920001_MTG_P1WA10_001","19920001_SSC_P1WB1_001","20050033_MTG_P1WF1_001","20050033_SSC_P1WF2_001","A248s10_MTG_P3WC2_001","A248s10_SSC_P3WC3_001","A153s12_MTG_P2WH8_001","A153s12_SSC_P2WH9_001","20050102_MTG_P1WF4_001","20050102_SSC_P1WF5_001","20030099_MTG_P1WE8_001","20030099_SSC_P1WE9_001","20060093_MTG_P1WF7_001","20060093_SSC_P1WF8_001","20060099_MTG_P1WF10_001","20060099_SSC_P1WG1_001","20110272_MTG_P1WG7_001","20110272_SSC_P1WG8_001","20110476_MTG_P1WG10_001","20110476_SSC_P1WH1_001","A187s96a_MTG_P3WB4_001","A187s96a_SSC_P3WB5_001","A013s03_MTG_P2WD7_001","A013s03_SSC_P2WD8_001","A029s04_MTG_P2WE6_001","A029s04_SSC_P2WE7_001","A166s04_MTG_P3WA7_001","A166s04_SSC_P3WA8_001","A074s05a_MTG_P2WG4_001","A074s05a_SSC_P2WG5_001","A210s05a_MTG_P3WB7_001","A210s05a_SSC_P3WB8_001","A329s10_MTG_P3WE5_001","A329s10_SSC_P3WE6_001","A253s12_MTG_P3WC4_001","A253s12_SSC_P3WC6_001","A277s12_MTG_P3WD1_001","A277s12_SSC_P3WD2_001","A272s15_MTG_P3WC8_001","A272s15_SSC_P3WC9_001","A354s16_MTG_P3WE8_001","A354s16_SSC_P3WE9_001","A115s17_MTG_P2WG10_001","A115s17_SSC_P2WH1_001","A163s17_MTG_P3WA4_001","A163s17_SSC_P3WA5_001","19950136_MTG_P1WD4_001","19950136_SSC_P1WD5_001","19960052_MTG_P1WD7_001","19960052_SSC_P1WD8_001","20150975_MTG_P2WB2_001","20150975_SSC_P2WB3_001","20152915_MTG_P2WB5_001","20152915_SSC_P2WB6_001","20174902_MTG_P2WB8_001","20174902_SSC_P2WB9_001","19891053_MTG_P1WA2_001","19891053_SSC_P1WA3_001","19920194_MTG_P1WB8_001","19920194_SSC_P1WB9_001","19920200_MTG_P1WC1_001","19920200_SSC_P1WC2_001","19950030_MTG_P1WD1_001","19950030_SSC_P1WD2_001","19980098_MTG_P1WE3_001","19980098_SSC_P1WE4_001","20185945_MTG_P2WC6_001","20185945_SSC_P2WC7_001","DPM16s44_MTG_P3WG5_001","DPM16s44_SSC_P3WG6_001","20196919_MTG_P2WD1_001","20196919_SSC_P2WD2_001","20196928_MTG_P2WD4_001","20196928_SSC_P2WD5_001"
"WDR13",87.0871,76.8002,88.4994,68.7687,80.9794,64.6886,68.8607,64.2261,78.7325,66.9642,72.352,67.8852,64.6245,56.9725,78.4133,67.8024,60.7127,64.9391,71.3859,71.7018,77.9385,78.0507,82.1176,77.834,84.5865,72.5634,80.1817,77.0341,74.9408,65.3469,71.1935,81.7817,73.577,75.63,75.3666,77.4486,67.9133,72.2531,83.1601,83.8496,84.2526,72.2633,80.2203,78.0057,83.9604,88.9062,81.4376,59.5916,81.2897,62.8989,77.4853,81.0628,77.9504,66.1476,82.3433,60.7886,73.9824,73.3045,50.4577,28.0176,89.4627,84.6794,75.6369,76.3268,58.3467,63.0056,80.7026,60.6393,62.7267,65.6708,74.7918,67.9212,71.5169,71.4092,76.022,63.9543,65.5636,71.2318,62.7721,57.7229,86.0549,75.3577,68.7569,70.3111,70.1999,68.9397,65.2954,68.6485,63.3536,81.439,85.5623,76.3083,74.3012,79.8584,70.7014,68.8671,86.5632,58.6542,67.7589,67.7679,87.4524,70.286,69.5996,28.7763,94.6221,73.0325,69.3297,68.3457,72.618,82.8091,84.2338,65.5042
"EHD4",66.372,72.7386,NA,58.6005,55.042,77.6862,34.5648,35.9965,54.916,49.8819,NA,76.8768,54.8713,NA,58.7415,64.25,NA,NA,NA,68.4314,80.5104,58.6515,43.3663,54.641,63.7794,NA,58.558,51.3291,51.1529,NA,NA,61.3029,72.7128,NA,62.3037,NA,73.102,58.0867,54.9661,63.3912,80.0943,58.4453,79.1718,NA,19.1015,81.8127,62.9519,NA,NA,52.3686,58.5284,57.8317,76.8865,48.166,NA,51.1868,NA,66.482,48.3319,NA,58.7451,83.2202,35.2783,53.9796,69.0032,44.1755,NA,50.3266,84.6201,83.4721,NA,NA,NA,48.2295,67.4104,46.3837,98.6623,44.4595,53.0946,60.0781,73.2398,63.7581,NA,39.2838,NA,63.0816,48.0087,52.296,NA,58.3165,53.2203,57.4538,NA,72.1774,NA,62.6705,71.7591,NA,75.9472,NA,46.3311,42.5738,59.1221,NA,47.4801,58.5688,NA,NA,NA,NA,53.9834,67.0312
"SPTBN4",43.9599,65.5096,44.5771,66.5991,52.9819,65.7147,51.8602,47.7365,48.2218,51.3869,43.3443,61.6327,55.7083,21.9106,57.3882,62.5706,44.6489,59.1447,57.4115,57.8672,59.012,58.9303,61.3384,67.9364,52.0675,60.0505,59.1922,63.3226,58.5867,67.0435,52.6224,69.6082,60.0919,46.5994,54.9192,56.2485,44.6366,50.708,45.7865,46.2223,44.27,58.8542,58.8647,65.2828,59.6376,58.6898,64.5999,56.6237,52.8457,61.3033,48.7864,58.9856,47.7906,71.0643,52.947,62.9446,50.1988,50.6009,39.3121,35.4304,56.5936,78.1128,62.3358,62.5788,74.8312,36.5073,61.9958,58.9155,42.0399,57.7515,56.9475,47.8668,52.7576,55.9973,51.8338,47.7187,36.9369,61.3971,41.9307,26.7633,70.3218,50.7264,52.3652,54.9342,62.3451,63.935,53.3165,58.9209,53.7134,64.7624,54.7689,64.2647,47.911,45.5572,40.1044,53.5433,56.9849,32.5035,65.8295,63.448,57.1524,67.7676,45.5439,57.0573,69.3364,60.5541,56.8833,63.0531,41.2703,55.3883,57.3734,70.094
"VPS33B",24.5983,26.1702,40.6563,31.6654,22.132,23.7192,25.9494,31.3436,29.1771,NA,12.2107,24.814,26.6704,NA,28.8815,24.5724,NA,39.2406,32.9757,19.2466,20.809,16.3781,19.0263,23.6978,21.9888,71.2498,26.6373,28.9773,32.3764,65.1319,35.2971,30.1447,23.8295,26.6737,23.55,22.3374,32.8786,24.6665,24.2394,37.835,59.0621,31.4648,32.4568,27.599,21.9378,32.0079,26.9445,17.8766,25.9421,20.1938,23.5383,24.7599,32.8939,31.8475,20.3174,23.0047,17.1607,34.6236,29.9876,NA,23.6915,28.4151,23.0849,30.0532,26.0288,13.382,26.3941,25.2946,31.2675,30.59,21.9922,18.2622,32.0717,19.8747,26.2,18.8561,40.0513,24.2861,NA,17.3603,22.6551,33.9143,12.3409,NA,25.4337,29.8419,27.1633,33.0448,34.2879,28.967,34.8906,30.8337,32.1358,NA,43.4882,17.5167,41.7785,NA,32.7788,24.7799,25.2766,NA,24.2991,22.049,28.9739,31.2372,36.0124,24.4262,34.2193,20.1654,25.9555,9.87661
"VPS16",35.7461,35.9009,31.6931,31.4321,32.7868,35.8308,25.2155,22.6665,26.8949,31.7905,NA,28.536,27.288,NA,31.5518,35.1947,35.4999,36.0292,30.3696,34.5665,25.8095,34.6373,29.5391,32.2855,33.7496,29.0695,29.5874,32.2349,31.9302,36.5359,42.5245,35.419,31.7439,23.9823,13.857,32.0141,25.5092,25.2218,27.9824,34.6159,37.5349,36.4465,27.9813,28.8467,28.158,28.8421,38.5947,27.6376,31.1622,25.7324,31.8877,35.2155,38.4187,34.8879,28.5507,26.8942,25.7811,18.2938,24.9902,39.7427,26.2587,27.4473,34.6789,40.5843,28.7377,17.4283,33.2846,34.0041,33.7469,21.4542,26.6136,NA,29.6591,26.8373,23.7372,35.3163,48.0981,32.7169,27.2426,NA,35.4265,29.3909,31.8372,23.1408,NA,23.8495,31.4172,31.9895,43.5895,30.6321,30.0567,33.4484,24.3375,27.7103,24.1285,20.0513,25.2136,28.536,34.404,27.3518,26.5129,26.0053,30.605,20.5232,29.5545,28.1685,25.0906,21.1363,34.3225,30.9563,30.6852,24.0395
"VPS11",24.5767,20.6418,16.2875,25.1889,28.9249,24.0516,NA,NA,17.7425,18.3349,NA,22.3489,29.7075,NA,18.6698,27.2796,12.8983,23.7273,19.1791,14.2468,20.4075,19.0285,22.1989,24.9471,21.5434,24.4493,23.4212,23.1706,24.5007,19.5361,17.2253,22.1896,26.5117,17.4951,14.1696,31.6313,17.6595,16.4479,24.4257,23.4465,27.3749,17.7819,22.7444,12.7198,22.2949,21.7111,21.2288,24.5481,20.01,24.6281,21.0002,22.5655,20.0766,27.728,15.5698,15.6275,13.2446,NA,17.6076,10.8092,22.4307,30.5731,20.3662,28.0515,12.0106,NA,25.2866,26.9771,45.2401,21.8753,21.482,NA,30.826,16.0856,NA,18.2421,17.3829,22.9596,NA,NA,20.3703,23.2995,NA,23.1499,NA,13.9961,28.3867,18.9701,28.0825,22.5423,27.2954,30.7615,22.0302,24.1601,4.53567,25.0814,27.889,43.2917,15.8193,20.2575,25.6252,17.6039,34.5603,NA,23.1586,25.3989,18.6475,17.2975,27.774,25.8974,22.518,18.9053
"SH3BGRL3",45.007,60.2673,90.929,42.8583,65.6678,65.185,121.914,154.691,115.491,37.1859,104.177,62.5037,78.9856,32.0815,67.198,45.7277,83.538,41.2309,85.7855,69.1127,23.0138,45.5416,42.7044,77.0913,51.4999,79.7375,42.6803,42.816,63.2049,55.8858,106.766,64.0425,37.1012,37.6599,71.0602,104.438,54.2034,90.8715,142.942,79.6893,48.1625,59.8288,57.2934,58.3751,47.7515,49.0607,54.1604,79.1349,106.706,74.6161,106.845,55.721,50.7228,66.8403,57.9838,82.3193,104.701,74.8013,92.5053,140.253,46.3884,89.0992,153.693,71.8351,135.392,138.812,76.3684,88.0959,136.173,44.7365,57.5457,182.643,91.5405,61.7617,83.0117,73.3142,70.3362,59.3645,54.4932,58.152,47.0526,95.6307,79.0526,49.0096,73.5166,55.0637,108.846,70.456,89.4325,61.7442,43.371,114.717,110.013,128.175,57.3781,128.302,41.2248,83.0295,104.756,47.2792,56.126,57.0912,100.807,108.953,74.1815,119.924,123.287,73.369,108.527,97.2751,64.9105,86.2695
"SLK",27.5832,39.5736,43.9483,41.2563,46.4783,39.2267,40.9806,39.1791,45.1369,44.1287,52.5344,43.6292,45.4606,27.0556,38.9902,34.2314,35.3635,44.2684,45.8654,43.6057,49.8652,40.4511,41.5135,37.0212,49.3447,43.44,44.1591,36.0623,46.733,36.8239,42.6326,31.9773,38.91,29.3486,37.0745,28.7463,43.8498,41.0644,39.1139,42.2615,30.7097,33.8908,37.7395,54.7223,41.2584,47.7702,36.2595,44.7486,40.5638,44.5773,39.8065,40.6679,41.6122,36.3918,43.0862,36.828,43.4381,40.2828,44.383,40.6562,49.0966,40.6573,40.7367,37.2455,24.4609,NA,41.1751,44.3574,37.5143,39.8093,47.3574,45.9799,30.7929,42.8846,32.796,30.0483,28.3388,40.6404,36.8097,40.4959,45.1167,43.5955,39.6137,34.1048,36.6567,43.1491,37.766,33.1565,28.8261,34.6256,38.6026,34.4353,38.4492,NA,39.248,38.8962,50.0702,28.4862,45.7299,47.9731,45.4441,44.7539,40.4504,47.4177,45.9434,38.6603,25.9366,22.0527,33.8621,37.485,47.16,41.6511
"PPIL3",57.2858,45.7561,47.432,62.8237,20.5148,18.115,43.969,55.9506,70.2389,62.1571,22.3548,15.6011,16.9996,27.8263,34.5874,30.9713,38.3858,26.1504,49.1896,38.0406,54.2149,46.7528,48.9017,27.9261,37.3072,38.4455,44.0577,56.855,51.8472,55.614,44.6572,45.322,33.7668,41.7814,43.2697,47.0115,42.5317,54.9185,61.6961,48.9874,32.1302,69.4409,40.5288,54.1852,56.6329,44.4963,65.4642,48.8721,59.5134,63.1383,35.5051,21.6479,37.0955,67.3345,47.4838,59.0887,25.5925,14.6229,29.9559,44.6622,44.7286,34.9152,43.2908,41.4976,48.6513,56.6787,43.7129,34.0771,NA,37.4046,64.4946,49.0778,50.7269,42.5241,35.6387,43.4351,NA,49.4776,53.1938,41.8124,41.0573,35.548,42.3274,45.7062,26.0093,39.9058,38.0588,61.1503,59.3817,20.4036,26.6344,45.0139,59.7846,47.441,32.0437,33.9334,NA,29.8752,37.7416,46.754,28.4456,38.7408,52.0119,40.9556,67.6402,50.2028,54.543,52.0365,44.0307,46.0606,54.214,82.405
"RAB3GAP2",27.1869,19.3847,NA,33.3484,26.5652,40.8835,27.3584,19.7042,18.7909,17.2978,5.69216,36.0862,32.0908,33.4816,28.5368,33.5514,25.967,22.7498,25.9904,34.9533,18.4536,31.0807,28.2531,28.9475,29.0862,25.0112,25.6574,31.055,35.9008,29.3332,33.4559,33.1158,24.7901,26.4168,23.9959,37.3497,19.0864,29.5765,35.3064,25.0054,28.6849,21.4283,26.7346,28.1604,34.9115,32.2241,22.9178,26.2394,25.7631,29.5617,28.726,28.8117,37.5637,35.8669,34.7147,33.0604,20.1242,18.1582,30.3043,28.2821,29.9527,33.7995,27.7101,28.6257,38.6815,NA,34.3975,31.5229,43.2412,23.2956,28.7975,21.3452,39.3281,25.1496,17.7357,18.4919,11.3725,27.9894,14.4449,10.9266,35.0324,30.9349,26.2797,18.9296,25.7591,25.9499,20.1348,28.2736,34.3508,31.8808,23.8498,34.41,33.5855,25.6491,22.4777,21.1147,26.8046,22.5884,28.297,35.3512,23.9614,29.9664,35.8577,20.8177,29.2728,29.682,35.3696,44.9842,27.5491,27.3421,31.6362,34.1212
"PPA2",86.4053,98.602,78.2434,89.7368,97.5388,77.7055,110.553,109.603,77.3538,90.3053,103.084,71.3495,52.3508,132.712,73.8169,62.6663,77.6389,77.2026,104.966,98.1777,109.365,105.447,103.966,105.329,55.5482,62.6761,97.8926,110.199,74.4439,106.489,80.8489,82.5869,65.8784,90.7126,86.6605,140.046,120.838,110.461,89.6201,66.3272,65.1888,99.6493,68.0134,95.586,84.4921,100.235,75.5404,108.635,104.794,118.444,113.086,108.672,75.4693,77.3247,53.6716,77.8193,91.1696,74.5914,64.2166,98.8963,85.234,56.3471,100.866,81.9966,64.7357,72.9141,71.8847,120.426,82.4449,119.217,121.878,104.051,75.1977,59.0621,87.8618,79.5816,66.234,98.9192,86.6961,97.4039,56.6679,80.4953,81.4689,62.012,79.4216,131.171,84.2385,91.125,92.3747,81.5158,71.089,77.4959,50.6593,62.8211,88.6194,117.258,80.6406,78.517,59.5049,86.1714,71.4411,100.389,115.087,70.882,76.0249,78.4655,115.834,133.095,71.7342,101.291,61.8822,94.0719
"MRPL46",35.5921,46.2832,27.6276,44.855,19.9757,62.2414,NA,27.0645,NA,NA,NA,44.4379,NA,NA,41.6663,27.9343,NA,25.1118,23.5501,34.8685,41.3474,NA,26.2873,23.5392,44.0606,50.7115,NA,NA,37.6831,36.0461,27.1953,33.8095,38.8176,31.7679,NA,NA,24.9697,32.9633,23.4476,NA,25.2918,41.2983,22.6246,25.6561,53.8507,34.5931,NA,34.936,NA,34.6663,20.0518,37.9594,NA,41.3833,48.1502,32.0152,NA,NA,30.7401,NA,14.0251,NA,26.7329,32.054,NA,17.7039,30.9011,37.6856,18.1585,12.3028,39.4566,NA,NA,41.9141,31.4974,46.5939,15.8874,38.358,NA,16.8709,27.5382,39.5833,NA,30.0658,NA,35.1505,30.5667,40.2963,51.5831,42.1734,56.0844,46.5419,NA,36.7884,37.797,29.4433,38.7882,34.8366,41.8456,41.3743,11.0041,32.2616,20.2027,NA,38.8279,47.4393,NA,NA,37.4237,40.361,27.3408,23.6077
"SLC12A5",118.967,102.244,80.2598,194.574,124.148,150.011,174.116,98.8908,129.311,214.308,81.6328,156.684,178.467,153.759,156.894,127.24,134.154,107.438,123.159,83.0222,94.1877,131.935,91.2439,144.706,195.542,141.841,140.669,163.074,163.189,53.3443,258.771,186.66,136.536,88.1205,134.497,164.687,118.301,165.43,117.071,163.721,184.131,130.022,167.033,164.634,96.6444,131.042,70.9932,139.672,232.578,207.591,151.306,199.19,187.568,159.803,118.766,137.65,96.1762,86.9129,137.691,77.2871,152.201,66.9789,114.891,112.007,100.947,89.161,142.243,223.509,310.993,174.53,180.341,101.119,267.319,158.223,110.487,107.322,175.701,164.537,86.1905,52.8417,99.9331,154.944,124.427,166.807,111.677,114.734,167.544,155.68,172.569,151.668,208.517,171.2,110.159,134.811,111.711,205.006,110.115,107.064,119.918,229.73,93.2344,92.4875,218.827,79.2024,110.027,122.819,164.564,120.965,202.61,188.078,148.657,164.426
"CDIP1",27.2989,NA,NA,30.9481,21.1293,24.9018,47.4087,NA,NA,27.8494,NA,35.2677,39.4519,NA,42.0413,23.9099,39.2784,23.4137,30.9683,41.2523,NA,39.0994,22.0212,25.9644,36.5004,30.0801,39.2568,55.4697,43.4642,27.6693,39.2381,25.3219,34.0266,34.3052,31.1911,27.6181,23.9198,30.4114,NA,29.4578,42.0396,29.0405,NA,NA,NA,28.1057,32.1713,49.0977,40.6081,19.2773,29.203,29.5891,53.8776,NA,23.5353,26.8369,17.4217,NA,55.3882,NA,22.4482,27.7009,37.6919,18.4711,NA,4.12756,31.4496,26.038,71.3916,NA,28.5935,22.2529,54.7908,43.9008,21.6312,22.1231,30.6177,27.7444,21.2609,NA,18.4461,45.9881,17.9235,21.083,NA,22.8602,25.5583,26.5611,33.0172,34.6788,50.929,31.6524,29.1691,15.8724,22.2284,38.2412,10.8219,NA,23.1904,36.309,NA,NA,56.5572,19.3844,28.1948,38.8172,38.0431,NA,49.8499,40.6256,19.7325,22.291
"TTYH1",12.393,27.1594,13.5668,43.9282,33.462,38.2178,88.2569,46.9719,22.4733,31.1421,NA,54.3645,53.7566,16.5994,32.7254,19.6404,68.0367,26.9901,52.1424,24.6346,27.4572,51.0418,32.2116,46.7238,55.9295,37.5882,33.6685,54.5376,44.9872,39.7964,64.9462,51.1165,28.8912,24.8066,58.4583,56.3832,27.9354,51.5349,30.8661,46.8223,52.9902,31.4455,62.4254,NA,26.9782,43.2919,25.9132,50.5967,75.0883,37.7567,23.1973,43.2906,72.8414,29.6022,31.6507,38.1361,13.0638,17.9308,49.4504,51.0962,30.2784,31.3564,59.1819,37.2179,35.6563,22.7405,66.1007,63.8303,142.353,36.5399,47.3013,39.2051,110.967,47.9116,38.7983,22.1122,47.6406,43.4418,25.5626,14.6444,26.4251,46.1487,27.7989,40.5111,10.6078,34.2528,46.1182,30.3564,56.8713,41.5401,81.7024,57.1455,23.2368,31.9565,54.4331,53.9842,32.1088,21.0238,36.7564,77.978,36.7175,14.2704,103.204,12.5794,37.4133,39.2662,42.5601,27.4777,84.2076,35.4207,23.6861,29.4682
"C11orf68",NA,50.0389,39.8399,53.0037,36.6595,NA,63.2102,53.3364,57.585,NA,69.5898,44.763,NA,NA,NA,14.8992,NA,NA,NA,37.8743,NA,43.8544,NA,38.4261,42.2513,NA,50.3073,NA,41.103,NA,47.406,44.8282,NA,NA,44.2464,49.6175,50.1982,45.7158,62.2935,23.505,NA,NA,32.036,39.103,NA,NA,NA,NA,75.0017,49.4853,45.8412,47.6392,NA,NA,44.1679,47.3831,NA,NA,NA,NA,48.6763,NA,71.8603,44.1194,NA,44.3676,44.5385,52.7481,45.8098,NA,53.9658,76.5655,49.0091,NA,56.1965,35.2606,NA,55.7511,NA,65.7528,NA,48.2351,28.5355,NA,NA,NA,56.2622,NA,NA,37.674,NA,NA,43.0676,NA,53.054,53.4422,47.5479,NA,60.7663,39.8537,40.6991,NA,73.7063,34.2441,44.0016,44.8878,54.6144,NA,NA,NA,NA,65.3827
"BOLA2B",23.1398,24.5821,26.7267,28.1277,18.5087,36.1914,33.5561,43.3665,20.8136,31.2308,39.9921,32.2374,29.0487,15.6964,22.6698,22.3609,27.783,14.5275,27.0597,25.9833,17.6311,36.4534,18.8048,33.2635,22.8457,39.3723,19.4915,28.8139,33.0547,16.0889,25.139,23.6148,13.0466,20.9279,29.5824,23.5455,23.1109,22.2115,37.7036,30.8421,16.4942,27.9567,17.2587,21.2147,28.685,29.5312,26.4795,35.5015,28.0278,34.2488,26.9947,22.6518,15.1956,29.4525,28.079,35.6782,29.8019,40.0224,26.2981,37.165,33.8424,47.8457,34.6443,35.3689,45.6348,29.5971,30.3963,18.087,12.7009,22.3342,14.4427,36.3574,37.0434,30.5533,28.1066,29.0807,25.6911,37.4006,44.1661,31.5624,28.3477,28.165,19.8617,23.0483,12.2588,22.4268,28.3783,32.236,16.2729,27.5581,14.407,28.0012,34.1453,48.8436,17.6893,25.8439,20.1445,21.2661,27.4209,37.441,30.1663,19.9432,35.1126,30.7433,26.4266,29.8731,19.4718,32.4396,25.8488,24.7521,32.431,43.5101
"CDC42EP4",NA,NA,47.0917,37.1864,14.7681,23.4072,40.9901,30.1821,33.3622,32.2737,38.0292,28.268,43.6988,NA,18.5466,19.7721,34.0618,NA,38.486,33.2263,29.4075,32.3951,20.2894,21.0966,44.2625,32.5209,21.1816,13.925,31.7848,NA,NA,14.5735,NA,25.1184,27.3229,29.4341,30.8909,31.0121,43.7752,34.765,27.7972,NA,28.2615,26.2406,28.8101,35.3455,26.3616,23.4244,28.7558,29.2396,26.6396,24.7855,24.66,17.3426,29.1938,25.5459,33.3489,27.8375,40.3516,23.191,52.1413,17.634,30.2895,31.0702,37.5804,35.4838,40.4315,26.4295,32.8797,56.9953,28.7497,33.3519,37.5789,37.6592,42.1102,29.1599,45.9931,39.2129,36.3378,31.3688,31.0744,35.8251,38.5716,19.2468,27.5952,12.4713,38.5627,31.8362,48.0249,16.0446,30.3807,26.7655,40.1575,NA,22.5288,17.1517,37.5962,NA,48.2476,NA,39.6025,29.349,28.7692,26.5737,23.3,28.5736,42.1095,21.7502,64.5733,49.1327,30.0529,NA
"PTPN23",62.4612,70.4166,24.8839,60.7981,61.5387,76.1896,60.0199,58.4231,61.3801,66.7006,36.5951,47.4383,69.1876,45.6358,59.3529,50.5956,63.9305,52.5372,60.0358,38.1894,48.8532,60.4945,68.0408,57.3852,64.73,41.3354,60.3104,62.3411,66.7718,57.6114,68.721,67.9788,68.2168,49.1042,43.5386,51.7643,46.1278,44.2117,65.0142,65.5122,71.4537,52.6077,60.5131,58.2649,68.8405,61.0069,64.8745,59.4834,53.9982,57.5765,61.7857,56.6837,61.0179,59.4939,49.0701,48.7457,38.0201,49.1066,72.5558,45.1614,64.1205,57.401,60.4752,66.6383,69.0536,19.5628,65.7354,61.9663,65.1855,42.7425,59.9566,60.1397,68.3101,50.2505,39.421,43.1189,51.3811,61.685,66.1832,23.2972,68.1852,59.068,55.0402,48.5064,51.8551,63.1813,58.1219,51.0721,66.0952,59.8505,57.5574,68.1807,45.8419,50.5023,48.6723,53.4474,57.3158,45.6701,66.136,60.7451,63.9359,51.1778,54.8007,6.84832,62.8782,65.4269,55.7533,63.8179,49.633,53.3912,58.2893,47.5682
"C1orf198",NA,15.6108,26.2374,31.7804,23.2056,29.4083,38.5218,31.6293,22.8243,19.7672,11.0847,37.9508,27.935,NA,28.6021,14.8132,32.6665,20.9529,23.2384,27.0187,18.8161,22.0993,18.6926,16.9044,18.6671,18.0511,16.3001,19.4945,25.9004,43.7907,13.2383,23.465,12.0933,12.1357,22.8142,19.5309,13.8879,12.0743,26.7533,13.7862,6.1761,23.2161,22.6906,16.1198,19.8359,26.2424,33.0384,34.9437,13.4847,25.0826,21.1019,NA,9.74587,25.8014,17.2599,27.6241,15.5071,27.0625,26.7835,65.916,33.397,41.3223,27.3328,27.6427,24.2533,42.361,30.0912,28.1816,19.7733,10.9252,21.2931,28.2868,14.8281,7.96275,17.6003,34.2527,27.8015,24.3493,36.1494,27.7479,34.7469,16.3449,20.6108,17.1316,17.784,24.3178,20.8552,18.8395,19.7567,30.4576,15.4425,21.3033,16.7831,15.0818,17.8176,20.13,18.6367,4.9342,23.3402,24.5389,36.4699,16.237,20.6955,23.6,22.1962,20.8329,24.6937,33.6467,17.4487,6.51879,14.5919,25.1087
"CHMP4B",78.1187,75.6045,103.261,83.07,87.6535,93.9302,81.8966,106.095,94.1515,79.9279,89.7766,87.378,81.2224,49.0719,101.396,72.715,96.3925,95.625,91.933,85.5991,93.2479,99.0215,92.514,65.7812,79.1241,73.7115,99.2699,73.0812,83.9065,80.0624,85.9842,89.8617,73.4749,76.2373,92.6271,80.6095,79.6429,77.1599,92.878,83.5583,77.346,83.9351,81.3557,48.8651,82.2952,76.1266,103.484,80.5965,91.5565,61.4048,78.707,74.769,84.2297,80.6893,84.6451,101.301,92.3818,70.4375,63.4562,74.1682,81.522,56.6434,98.1754,98.5036,61.0416,78.0712,91.0549,81.0684,86.2402,83.858,71.3175,77.2081,67.744,77.5915,76.4465,85.833,44.0527,58.4862,60.3388,68.4675,98.648,76.1999,85.3534,90.1439,98.2993,95.5513,74.7146,52.0567,79.0219,84.9526,104.37,84.3125,83.6077,72.336,115.311,82.5133,93.3728,71.9185,77.6334,69.6601,85.9348,86.4579,93.2049,70.9209,103.073,100.339,81.2555,81.7865,55.9798,77.1593,83.986,73.1278
"RWDD1",NA,NA,NA,NA,NA,10.5672,NA,NA,NA,NA,8.89118,8.80576,7.5929,NA,8.16726,NA,NA,10.0898,9.45007,NA,NA,NA,NA,7.24338,7.53378,7.26816,NA,11.0143,8.18876,NA,NA,4.31552,NA,NA,5.36053,NA,NA,11.334,4.52842,NA,7.16844,9.66849,NA,5.83325,NA,NA,5.79478,4.52707,NA,NA,NA,11.9248,NA,NA,NA,NA,11.169,NA,NA,NA,NA,10.5293,9.71374,NA,NA,12.1486,NA,9.87187,NA,NA,6.90458,13.0295,NA,NA,NA,8.07825,NA,NA,NA,NA,NA,8.48687,15.204,NA,NA,NA,11.8826,10.1625,9.40397,12.7845,NA,5.88796,8.1646,NA,7.09357,NA,9.32895,NA,8.54887,15.7694,6.63277,NA,8.71282,NA,7.50657,11.3328,NA,NA,NA,4.6745,NA,12.6996
"FN3K",135.512,159.388,158.505,186.945,154.813,169.088,134.861,137.768,114.13,156.879,94.793,195.445,142.327,113.239,141.06,133.169,114.778,141.245,112.031,133.067,146.289,161.581,146.726,138.265,136.894,143.759,150.991,152.644,134.36,161.309,123.403,161.582,145.374,141.515,137.696,142.317,141.597,153.39,138.935,139.612,129.132,156.101,156.048,133.784,166.228,172.011,162.994,171.808,107.784,149.15,144.454,144.692,146.85,187.529,131.939,179.207,96.3799,108.142,144.12,226.928,138.944,190.376,115.244,141.138,188.308,151.921,172.652,144.298,159.167,160.293,142.594,127.932,164.023,153.564,139.512,170.658,94.2937,134.267,155.983,120.083,164.629,169.217,154.501,168.854,99.0402,178.621,133.733,159.307,155.634,165.026,122.018,163.781,130.137,144.853,134.405,149.669,122.656,128.268,157.515,186.406,164.349,147.696,135.425,129.148,159.301,151.75,124.329,136.554,134.591,152.835,128.838,172.971
